HUGO symbols	Cell population
CD3D	T_cell
CD8B	T_cell
CTLA4	T_cell
CD3G	T_cell
CD40LG	T_cell
SCARNA12	T_cell
LIME1	T_cell
FOXP3	T_cell
CD28	T_cell
SHPK	T_cell
PDCD1	T_cell
CXCL13	T_cell
CD5	T_cell
RHOBTB2	T_cell
CXCR6	T_cell
KRT6A	T_cell
AOC2	T_cell
OR52I1	T_cell
CD6	T_cell
CD2	T_cell
LINC00239	T_cell
ACCS	T_cell
IL7R	T_cell
THEMIS	T_cell
SLAMF1	T_cell
SNORA84	T_cell
FGFBP2	T_cell
ACSF3	T_cell
DLGAP1	T_cell
NUP62CL	T_cell
CD8A	T_cell
CBFA2T2	T_cell
HNRNPA1P10	T_cell
FOLR3	T_cell
LAIR2	T_cell
CEP250	T_cell
CD27	T_cell
UTS2	T_cell
GZMH	T_cell
BCL11B	T_cell
ITK	T_cell
CCR4	T_cell
AQP3	T_cell
CD3E	T_cell
GPR171	T_cell
INSM2	T_cell
PMCH	T_cell
MIR21	T_cell
HSPE1-MOB4	T_cell
PBX4	T_cell
TRAT1	T_cell
PRAME	T_cell
PNLDC1	T_cell
LAG3	T_cell
BATF	T_cell
NEUROD4	T_cell
EFNA2	T_cell
CCR5	T_cell
KRT19	T_cell
DPP4	T_cell
VENTX	T_cell
CHRNA9	T_cell
FXYD3	T_cell
ZMAT4	T_cell
SIRPG	T_cell
ITIH4	T_cell
IGFN1	T_cell
GZMK	T_cell
KCNA3	T_cell
NCF1B	T_cell
ACRBP	T_cell
IL32	T_cell
KRT81	NK_cell
KRT86	NK_cell
CLC	NK_cell
XCL1	NK_cell
KIR2DL4	NK_cell
CD160	NK_cell
SH2D1B	NK_cell
XCL2	NK_cell
TXK	NK_cell
KLRC1	NK_cell
GNLY	NK_cell
TNFRSF18	NK_cell
TMIGD2	NK_cell
CD244	NK_cell
CCNA1	NK_cell
CTSW	NK_cell
ZNF683	NK_cell
CSF2	NK_cell
AKAP5	NK_cell
CHRM5	NK_cell
NCR1	NK_cell
CD7	NK_cell
AREG	NK_cell
KLRF1	NK_cell
GAST	NK_cell
IL2RB	NK_cell
PTGDR	NK_cell
KLRD1	NK_cell
KIR2DL3	NK_cell
MATK	NK_cell
CLIC3	NK_cell
MCTP2	NK_cell
TMED10P1	NK_cell
SYCP2L	NK_cell
CAPN12	NK_cell
KLRB1	NK_cell
SLC26A8	NK_cell
TRIM61	NK_cell
NKG7	NK_cell
PRSS48	NK_cell
TNFRSF9	NK_cell
GOLGA6L9	NK_cell
NMUR1	NK_cell
FCRL6	NK_cell
TIGD2	NK_cell
WIPF3	NK_cell
TBX21	NK_cell
GZMB	NK_cell
EOMES	NK_cell
GAD1	NK_cell
KLRC3	NK_cell
BGLAP	NK_cell
CD247	NK_cell
OR4D9	NK_cell
FASLG	NK_cell
TSPAN32	NK_cell
CPNE7	NK_cell
SLA2	NK_cell
CCL5	NK_cell
PRF1	NK_cell
GZMA	NK_cell
RAB37	NK_cell
SNORA66	NK_cell
CHIT1	NK_cell
CRTAM	NK_cell
ZNF705D	NK_cell
TPH1	NK_cell
SPON2	NK_cell
FNDC9	NK_cell
SAMD3	NK_cell
ATP8B4	NK_cell
DOK7	NK_cell
ZNF772	NK_cell
SKAP1	NK_cell
GFI1	NK_cell
RFX8	NK_cell
ZAP70	NK_cell
CD38	NK_cell
TTTY10	NK_cell
VPREB3	B_cell
CD79A	B_cell
MS4A1	B_cell
CD19	B_cell
TCL1A	B_cell
BANK1	B_cell
TNFRSF13B	B_cell
BLK	B_cell
CD79B	B_cell
FCRLA	B_cell
ID2B	B_cell
FCRL2	B_cell
TNFRSF13C	B_cell
BTLA	B_cell
POU2AF1	B_cell
CXCR5	B_cell
PAX5	B_cell
MYCNOS	B_cell
FAM177B	B_cell
P2RX5	B_cell
SPIB	B_cell
OR2B6	B_cell
AIM2	B_cell
CCL17	B_cell
PNOC	B_cell
PLEKHF2	B_cell
STAP1	B_cell
PIGR	B_cell
C2orf88	B_cell
FCRL1	B_cell
AFF3	B_cell
KMO	B_cell
CD22	B_cell
RALGPS2	B_cell
MACROD2	B_cell
CETN4P	B_cell
STAG3	B_cell
IGLL5	B_cell
C12orf42	B_cell
GOLGA2P5	B_cell
KCNJ3	B_cell
FCRL5	B_cell
CD1C	B_cell
TDRKH	B_cell
PAQR9	B_cell
GAPT	B_cell
PIM2	B_cell
EFHC2	B_cell
LINC00494	B_cell
ZNF860	B_cell
BIRC3	B_cell
ZBTB32	B_cell
FCER2	B_cell
PRKCB	B_cell
BCL11A	B_cell
CD37	B_cell
TLR10	B_cell
CSAG1	B_cell
TREML4	B_cell
MAGEA10	B_cell
CCR7	B_cell
FCRL3	B_cell
USP9Y	B_cell
ZNF296	B_cell
FIZ1	B_cell
IRF8	B_cell
TMEM154	B_cell
SH2D3A	B_cell
USP27X	B_cell
CD70	B_cell
MTRF1	B_cell
DAPP1	B_cell
RHD	B_cell
ANXA3	B_cell
SEL1L3	B_cell
CPNE5	B_cell
LY9	B_cell
CD72	B_cell
POU2F2	B_cell
VWF	Endothelial
ESAM	Endothelial
CLDN5	Endothelial
HSPG2	Endothelial
ECSCR	Endothelial
SPINK8	Endothelial
ABCG2	Endothelial
EGFL7	Endothelial
TM4SF18	Endothelial
CLEC14A	Endothelial
EMCN	Endothelial
ESM1	Endothelial
EDN1	Endothelial
NOSTRIN	Endothelial
SLC38A5	Endothelial
ACVRL1	Endothelial
SOX18	Endothelial
GNG11	Endothelial
GGT5	Endothelial
CDH5	Endothelial
STC1	Endothelial
ROBO4	Endothelial
CYYR1	Endothelial
DPEP1	Endothelial
PTPRB	Endothelial
BCL6B	Endothelial
COL4A1	Endothelial
RAMP2	Endothelial
ERG	Endothelial
ACE	Endothelial
COL4A2	Endothelial
HSPA12B	Endothelial
BTNL9	Endothelial
SEMA3F	Endothelial
KDR	Endothelial
MYCT1	Endothelial
TIE1	Endothelial
MATN3	Endothelial
MMRN2	Endothelial
CD34	Endothelial
RASIP1	Endothelial
GPR4	Endothelial
MYO1B	Endothelial
FLT4	Endothelial
ANGPT2	Endothelial
TINAGL1	Endothelial
ITGA8	Endothelial
SLCO2A1	Endothelial
TMEM204	Endothelial
RUNDC3B	Endothelial
FLT1	Endothelial
BCAM	Endothelial
MECOM	Endothelial
PODXL	Endothelial
SLC52A3	Endothelial
SORBS2	Endothelial
MAST2	Endothelial
TM4SF1	Endothelial
MFSD2A	Endothelial
APLN	Endothelial
MPZL2	Endothelial
TBX3	Endothelial
ADCY4	Endothelial
PLVAP	Endothelial
ITGA10	Endothelial
FZD4	Endothelial
APOLD1	Endothelial
ARHGAP29	Endothelial
HRCT1	Endothelial
FCN3	Endothelial
PGF	Endothelial
HAPLN1	Endothelial
ITIH5	Endothelial
GJA4	Endothelial
CDA	Endothelial
IFI27	Endothelial
DOCK6	Endothelial
NDST2	Endothelial
LRRC32	Endothelial
MAG	Oligodendrocyte
CNDP1	Oligodendrocyte
KLK6	Oligodendrocyte
TF	Oligodendrocyte
OPALIN	Oligodendrocyte
GJB1	Oligodendrocyte
TMEM125	Oligodendrocyte
PLP1	Oligodendrocyte
ERMN	Oligodendrocyte
PPP1R14A	Oligodendrocyte
CAPN3	Oligodendrocyte
ENPP2	Oligodendrocyte
SLC24A2	Oligodendrocyte
HAPLN2	Oligodendrocyte
CLDN11	Oligodendrocyte
NKX6-2	Oligodendrocyte
DBNDD2	Oligodendrocyte
TMEM151A	Oligodendrocyte
SPOCK3	Oligodendrocyte
HCN2	Oligodendrocyte
SLC5A11	Oligodendrocyte
CNTN2	Oligodendrocyte
TMEM144	Oligodendrocyte
NKAIN2	Oligodendrocyte
ANKS1B	Oligodendrocyte
PEX5L	Oligodendrocyte
CARNS1	Oligodendrocyte
LINC00320	Oligodendrocyte
KCNK1	Oligodendrocyte
LGI3	Oligodendrocyte
NECAB1	Oligodendrocyte
ASPA	Oligodendrocyte
GPR62	Oligodendrocyte
AK5	Oligodendrocyte
HHIP	Oligodendrocyte
CDH19	Oligodendrocyte
AATK	Oligodendrocyte
PCSK6	Oligodendrocyte
EDIL3	Oligodendrocyte
APLP1	Oligodendrocyte
GJC2	Oligodendrocyte
MAP7	Oligodendrocyte
CDK18	Oligodendrocyte
TTLL7	Oligodendrocyte
QDPR	Oligodendrocyte
SLAIN1	Oligodendrocyte
PLEKHH1	Oligodendrocyte
ZNF536	Oligodendrocyte
TUBB4A	Oligodendrocyte
ST18	Oligodendrocyte
ABCA8	Oligodendrocyte
UGT8	Oligodendrocyte
CNP	Oligodendrocyte
ADAMTS4	Oligodendrocyte
FA2H	Oligodendrocyte
CNTNAP4	Oligodendrocyte
ANO4	Oligodendrocyte
CERCAM	Oligodendrocyte
DNAJC6	Oligodendrocyte
LRP2	Oligodendrocyte
TPPP	Oligodendrocyte
BOK	Oligodendrocyte
ANLN	Oligodendrocyte
ABCA2	Oligodendrocyte
CMTM5	Oligodendrocyte
LPAR1	Oligodendrocyte
MAP6D1	Oligodendrocyte
GPR37	Oligodendrocyte
SEC14L5	Oligodendrocyte
MOBP	Oligodendrocyte
C10orf90	Oligodendrocyte
SH3TC2	Oligodendrocyte
SLC6A15	Oligodendrocyte
RAB40B	Oligodendrocyte
PDIA2	Oligodendrocyte
RAPGEF5	Oligodendrocyte
PLLP	Oligodendrocyte
KLHL32	Oligodendrocyte
GAL3ST1	Oligodendrocyte
GJB6	Astrocyte
S100P	Astrocyte
WIF1	Astrocyte
SLC1A2	Astrocyte
GABRA2	Astrocyte
SLC39A12	Astrocyte
HCAR2	Astrocyte
CPNE6	Astrocyte
CLDN10	Astrocyte
RANBP3L	Astrocyte
PAMR1	Astrocyte
FGFR3	Astrocyte
PRODH	Astrocyte
PROK2	Astrocyte
PPP1R1B	Astrocyte
LRRC3B	Astrocyte
SLC25A18	Astrocyte
LGI1	Astrocyte
GPC5	Astrocyte
SLCO1C1	Astrocyte
NTSR2	Astrocyte
STOX1	Astrocyte
AIFM3	Astrocyte
AKR7A3	Astrocyte
ATP1A2	Astrocyte
GABRB1	Astrocyte
CXCR2	Astrocyte
RYR3	Astrocyte
ADCY2	Astrocyte
TPD52L1	Astrocyte
SLC13A5	Astrocyte
CPE	Astrocyte
SPATA1	Astrocyte
AQP4	Astrocyte
FSTL5	Astrocyte
SLC7A10	Astrocyte
CXCL14	Astrocyte
ALDOC	Astrocyte
IL1RN	Astrocyte
PRDM16	Astrocyte
C16orf89	Astrocyte
SOD3	Astrocyte
ALDH1L1	Astrocyte
TREM1	Astrocyte
MAPK4	Astrocyte
ARSF	Astrocyte
MGST1	Astrocyte
GRAMD1C	Astrocyte
LIX1	Astrocyte
ACSBG1	Astrocyte
SYNPO2	Astrocyte
FXYD1	Astrocyte
CNTFR	Astrocyte
GSTM5	Astrocyte
SNTA1	Astrocyte
EMX2	Astrocyte
IQCA1	Astrocyte
NTRK2	Astrocyte
ATP1B2	Astrocyte
TEX15	Astrocyte
GABRG1	Astrocyte
TMEM47	Astrocyte
RGS20	Astrocyte
CRLF1	Astrocyte
NAT8L	Astrocyte
SCG3	Astrocyte
GSTM1	Astrocyte
RGR	Astrocyte
WDR49	Astrocyte
HSD17B6	Astrocyte
TGM3	Astrocyte
HIVEP2	Astrocyte
GPR37L1	Astrocyte
GJA1	Astrocyte
SLC6A11	Astrocyte
ACSL6	Astrocyte
RORB	Astrocyte
SLC14A1	Astrocyte
ATP13A4	Astrocyte
