HUGO symbols	Cell population
LAMA4	Endothelial
RGS5	Endothelial
LAMC1	Endothelial
MYRIP	Endothelial
MALL	Endothelial
SPARC	Endothelial
IL18RAP	Endothelial
SLC2A1	Endothelial
HECW2	Endothelial
LDB2	Endothelial
PECAM1	Endothelial
EPHX4	Endothelial
NR5A2	Endothelial
TMEM88	Endothelial
SLC7A5	Endothelial
RBPMS	Endothelial
TMEM45B	Endothelial
OSBPL7	Endothelial
FOXF2	Endothelial
IGFBP4	Endothelial
CLEC1A	Endothelial
KRT23	Endothelial
SHANK3	Endothelial
CDC45	Endothelial
CCDC3	Endothelial
SOX7	Endothelial
SMTN	Endothelial
RAMP3	Endothelial
IGFBP3	Endothelial
C1orf54	Endothelial
ZNF366	Endothelial
PROCR	Endothelial
BMP4	Endothelial
FAM110D	Endothelial
FCGR3B	Endothelial
FOXQ1	Endothelial
NDUFA4L2	Endothelial
PPIC	Endothelial
DEGS2	Endothelial
TMEM92	Endothelial
HYAL2	Endothelial
FN1	Endothelial
ADAMTS5	Endothelial
KITLG	Endothelial
MGP	Endothelial
SEMA6B	Endothelial
ADAMTS9	Endothelial
PHLDB2	Endothelial
CFH	Endothelial
DSP	Endothelial
PLXNA2	Endothelial
NPAS2	Endothelial
EPHA2	Endothelial
ELOVL7	Endothelial
STARD8	Endothelial
CCDC68	Endothelial
MAG	Oligodendrocyte
CNDP1	Oligodendrocyte
KLK6	Oligodendrocyte
TF	Oligodendrocyte
OPALIN	Oligodendrocyte
GJB1	Oligodendrocyte
TMEM125	Oligodendrocyte
PLP1	Oligodendrocyte
ERMN	Oligodendrocyte
PPP1R14A	Oligodendrocyte
CAPN3	Oligodendrocyte
ENPP2	Oligodendrocyte
SLC24A2	Oligodendrocyte
HAPLN2	Oligodendrocyte
CLDN11	Oligodendrocyte
NKX6-2	Oligodendrocyte
DBNDD2	Oligodendrocyte
TMEM151A	Oligodendrocyte
SPOCK3	Oligodendrocyte
HCN2	Oligodendrocyte
SLC5A11	Oligodendrocyte
CNTN2	Oligodendrocyte
TMEM144	Oligodendrocyte
NKAIN2	Oligodendrocyte
ANKS1B	Oligodendrocyte
PEX5L	Oligodendrocyte
CARNS1	Oligodendrocyte
LINC00320	Oligodendrocyte
KCNK1	Oligodendrocyte
LGI3	Oligodendrocyte
NECAB1	Oligodendrocyte
ASPA	Oligodendrocyte
GPR62	Oligodendrocyte
AK5	Oligodendrocyte
HHIP	Oligodendrocyte
CDH19	Oligodendrocyte
AATK	Oligodendrocyte
PCSK6	Oligodendrocyte
EDIL3	Oligodendrocyte
APLP1	Oligodendrocyte
GJC2	Oligodendrocyte
MAP7	Oligodendrocyte
CDK18	Oligodendrocyte
TTLL7	Oligodendrocyte
QDPR	Oligodendrocyte
SLAIN1	Oligodendrocyte
PLEKHH1	Oligodendrocyte
ZNF536	Oligodendrocyte
TUBB4A	Oligodendrocyte
ST18	Oligodendrocyte
ABCA8	Oligodendrocyte
UGT8	Oligodendrocyte
CNP	Oligodendrocyte
ADAMTS4	Oligodendrocyte
FA2H	Oligodendrocyte
CNTNAP4	Oligodendrocyte
ANO4	Oligodendrocyte
CERCAM	Oligodendrocyte
DNAJC6	Oligodendrocyte
LRP2	Oligodendrocyte
TPPP	Oligodendrocyte
BOK	Oligodendrocyte
ANLN	Oligodendrocyte
ABCA2	Oligodendrocyte
CMTM5	Oligodendrocyte
LPAR1	Oligodendrocyte
MAP6D1	Oligodendrocyte
GPR37	Oligodendrocyte
SEC14L5	Oligodendrocyte
MOBP	Oligodendrocyte
C10orf90	Oligodendrocyte
SH3TC2	Oligodendrocyte
SLC6A15	Oligodendrocyte
RAB40B	Oligodendrocyte
PDIA2	Oligodendrocyte
RAPGEF5	Oligodendrocyte
PLLP	Oligodendrocyte
KLHL32	Oligodendrocyte
GAL3ST1	Oligodendrocyte
CYB5R2	Oligodendrocyte
ANK3	Oligodendrocyte
CLCA4	Oligodendrocyte
ERBB3	Oligodendrocyte
TMCC2	Oligodendrocyte
FOLH1	Oligodendrocyte
SOX10	Oligodendrocyte
MAL	Oligodendrocyte
TMEM235	Oligodendrocyte
CLDND1	Oligodendrocyte
SCD	Oligodendrocyte
DNAH17	Oligodendrocyte
CRHBP	Oligodendrocyte
PDE1C	Oligodendrocyte
SEMA3B	Oligodendrocyte
IL1RAPL1	Oligodendrocyte
GPD1	Oligodendrocyte
SLC7A14	Oligodendrocyte
IP6K3	Oligodendrocyte
NGFR	Oligodendrocyte
TMEM63A	Oligodendrocyte
TP53TG5	Oligodendrocyte
LHPP	Oligodendrocyte
PIEZO2	Oligodendrocyte
LARP6	Oligodendrocyte
PRUNE2	Oligodendrocyte
SLC45A3	Oligodendrocyte
EFHD1	Oligodendrocyte
APOD	Oligodendrocyte
PLCL1	Oligodendrocyte
SGK2	Oligodendrocyte
PRIMA1	Oligodendrocyte
NACAD	Oligodendrocyte
PRR18	Oligodendrocyte
NINJ2	Oligodendrocyte
KCNMB4	Oligodendrocyte
GNAI1	Oligodendrocyte
ZNF488	Oligodendrocyte
KIF19	Oligodendrocyte
KCNH8	Oligodendrocyte
ADARB2-AS1	Oligodendrocyte
NPTX2	Oligodendrocyte
DLG2	Oligodendrocyte
PDE1A	Oligodendrocyte
ATP1B1	Oligodendrocyte
FNTB	Oligodendrocyte
BCAS1	Oligodendrocyte
SLC31A2	Oligodendrocyte
STMN4	Oligodendrocyte
SLCO1A2	Oligodendrocyte
COL4A5	Oligodendrocyte
FAAH	Oligodendrocyte
CPEB1	Oligodendrocyte
ENPP6	Oligodendrocyte
CLMN	Oligodendrocyte
LINC00323	Oligodendrocyte
CDKN1C	Oligodendrocyte
VSTM2B	Oligodendrocyte
TMEM98	Oligodendrocyte
NFASC	Oligodendrocyte
USH1C	Oligodendrocyte
CTNNA3	Oligodendrocyte
FAM222A	Oligodendrocyte
B3GAT1	Oligodendrocyte
ASPHD1	Oligodendrocyte
POPDC3	Oligodendrocyte
HSPA2	Oligodendrocyte
NIPAL4	Oligodendrocyte
ZDHHC9	Oligodendrocyte
SFRP1	Oligodendrocyte
FAIM2	Oligodendrocyte
DOCK5	Oligodendrocyte
TMTC4	Oligodendrocyte
S1PR5	Oligodendrocyte
FAM124A	Oligodendrocyte
PRCD	Oligodendrocyte
TMTC2	Oligodendrocyte
HMSD	Oligodendrocyte
SLC44A1	Oligodendrocyte
LANCL1	Oligodendrocyte
SERPINI1	Oligodendrocyte
DPYSL5	Oligodendrocyte
SOX2-OT	Oligodendrocyte
ADAP1	Oligodendrocyte
SYNJ2	Oligodendrocyte
PACS2	Oligodendrocyte
HPN	Oligodendrocyte
PTPRD	Oligodendrocyte
TSPAN19	Oligodendrocyte
SFTPC	Oligodendrocyte
DMRT2	Oligodendrocyte
CHADL	Oligodendrocyte
CDC42EP1	Oligodendrocyte
HDAC11	Oligodendrocyte
ABHD12B	Oligodendrocyte
CES4A	Oligodendrocyte
TMEFF2	Oligodendrocyte
CRYAB	Oligodendrocyte
OTUD7A	Oligodendrocyte
ADCY5	Oligodendrocyte
HS3ST5	Oligodendrocyte
CAMK2N1	Oligodendrocyte
MYO1D	Oligodendrocyte
TMEM139	Oligodendrocyte
ABCA6	Oligodendrocyte
KIRREL3	Oligodendrocyte
ATP10B	Oligodendrocyte
ZCCHC24	Oligodendrocyte
CDC42EP2	Oligodendrocyte
MYLK	Oligodendrocyte
BACE1	Oligodendrocyte
SH3GL3	Oligodendrocyte
THBS2	Oligodendrocyte
MBP	Oligodendrocyte
GPIHBP1	Oligodendrocyte
LIPE	Oligodendrocyte
SLC12A2	Oligodendrocyte
TPRN	Oligodendrocyte
DYNC1I1	Oligodendrocyte
RHBDL2	Oligodendrocyte
RBP7	Oligodendrocyte
GJB6	Astrocyte
S100P	Astrocyte
WIF1	Astrocyte
SLC1A2	Astrocyte
GABRA2	Astrocyte
SLC39A12	Astrocyte
HCAR2	Astrocyte
CPNE6	Astrocyte
CLDN10	Astrocyte
RANBP3L	Astrocyte
PAMR1	Astrocyte
FGFR3	Astrocyte
PRODH	Astrocyte
PROK2	Astrocyte
PPP1R1B	Astrocyte
LRRC3B	Astrocyte
SLC25A18	Astrocyte
LGI1	Astrocyte
GPC5	Astrocyte
SLCO1C1	Astrocyte
NTSR2	Astrocyte
STOX1	Astrocyte
AIFM3	Astrocyte
AKR7A3	Astrocyte
ATP1A2	Astrocyte
GABRB1	Astrocyte
CXCR2	Astrocyte
RYR3	Astrocyte
ADCY2	Astrocyte
TPD52L1	Astrocyte
SLC13A5	Astrocyte
CPE	Astrocyte
SPATA1	Astrocyte
AQP4	Astrocyte
FSTL5	Astrocyte
SLC7A10	Astrocyte
CXCL14	Astrocyte
ALDOC	Astrocyte
IL1RN	Astrocyte
PRDM16	Astrocyte
C16orf89	Astrocyte
SOD3	Astrocyte
ALDH1L1	Astrocyte
TREM1	Astrocyte
MAPK4	Astrocyte
ARSF	Astrocyte
MGST1	Astrocyte
GRAMD1C	Astrocyte
LIX1	Astrocyte
ACSBG1	Astrocyte
SYNPO2	Astrocyte
FXYD1	Astrocyte
CNTFR	Astrocyte
GSTM5	Astrocyte
SNTA1	Astrocyte
EMX2	Astrocyte
IQCA1	Astrocyte
NTRK2	Astrocyte
ATP1B2	Astrocyte
TEX15	Astrocyte
GABRG1	Astrocyte
TMEM47	Astrocyte
RGS20	Astrocyte
CRLF1	Astrocyte
NAT8L	Astrocyte
SCG3	Astrocyte
GSTM1	Astrocyte
RGR	Astrocyte
WDR49	Astrocyte
HSD17B6	Astrocyte
TGM3	Astrocyte
HIVEP2	Astrocyte
GPR37L1	Astrocyte
GJA1	Astrocyte
SLC6A11	Astrocyte
ACSL6	Astrocyte
RORB	Astrocyte
SLC14A1	Astrocyte
ATP13A4	Astrocyte
JPH1	Astrocyte
IL17D	Astrocyte
NCAN	Astrocyte
ADRA1A	Astrocyte
GLI3	Astrocyte
TEX26	Astrocyte
DIO2	Astrocyte
DKK3	Astrocyte
GPAM	Astrocyte
ENHO	Astrocyte
SLC4A4	Astrocyte
IL20RA	Astrocyte
COL5A3	Astrocyte
GNA14	Astrocyte
ESRRG	Astrocyte
SLC22A6	Astrocyte
MYBPC1	Astrocyte
AGT	Astrocyte
CLEC4A	Astrocyte
PRKG1	Astrocyte
CMTM2	Astrocyte
SLC2A12	Astrocyte
SFXN5	Astrocyte
KCNIP2	Astrocyte
CHRDL1	Astrocyte
SLC30A10	Astrocyte
DGAT2	Astrocyte
CYP4F3	Astrocyte
ADORA2B	Astrocyte
ENDOU	Astrocyte
SHBG	Astrocyte
ALDH4A1	Astrocyte
SPON1	Astrocyte
RSPO4	Astrocyte
SERPINE2	Astrocyte
RERG	Astrocyte
SYTL5	Astrocyte
FMN2	Astrocyte
SYT3	Astrocyte
PSD2	Astrocyte
LHX2	Astrocyte
TRPM3	Astrocyte
MGAT4C	Astrocyte
DPP10	Astrocyte
ZNF222	Astrocyte
DNAH7	Astrocyte
TNNT1	Astrocyte
FBXO2	Astrocyte
PAPLN	Astrocyte
PCDHB12	Astrocyte
HPDL	Astrocyte
AQP9	Astrocyte
GRIN2C	Astrocyte
SLC7A2	Astrocyte
HSPB8	Astrocyte
SLC1A3	Astrocyte
FAM107A	Astrocyte
FGF2	Astrocyte
SGCD	Astrocyte
PLA2G5	Astrocyte
LINC00092	Astrocyte
CLU	Astrocyte
IGFL2	Astrocyte
ZNRF3	Astrocyte
F3	Astrocyte
GPR143	Astrocyte
ABCC8	Astrocyte
PHEX	Astrocyte
NDP	Astrocyte
LGI4	Astrocyte
SPARCL1	Astrocyte
PPARGC1A	Astrocyte
CTNNA2	Astrocyte
ERBB2	Astrocyte
WDR17	Astrocyte
PDGFRB	Astrocyte
SELENBP1	Astrocyte
DDAH1	Astrocyte
GPR75	Astrocyte
FLRT2	Astrocyte
TRIL	Astrocyte
STX1B	Astrocyte
GPR27	Astrocyte
SLC15A2	Astrocyte
MN1	Astrocyte
PAX6	Astrocyte
SLC10A4	Astrocyte
S100A9	Astrocyte
BMPR1B	Astrocyte
PYGM	Astrocyte
PCDH11X	Astrocyte
CCDC144NL	Astrocyte
KCNN3	Astrocyte
ID4	Astrocyte
MAPK10	Astrocyte
AMIGO1	Astrocyte
SLC1A4	Astrocyte
HPCAL4	Astrocyte
HIF3A	Astrocyte
FAM171B	Astrocyte
FGFRL1	Astrocyte
NRG3	Astrocyte
GPM6A	Astrocyte
MGC16275	Astrocyte
TMEM132A	Astrocyte
PLIN5	Astrocyte
IL1R2	Astrocyte
TLCD1	Astrocyte
PTCHD1	Astrocyte
FZD9	Astrocyte
CLDND2	Astrocyte
SDC2	Astrocyte
NWD1	Astrocyte
CCDC160	Astrocyte
MT1H	Astrocyte
TTYH1	Astrocyte
IL17RB	Astrocyte
FAM167A	Astrocyte
OTX1	Astrocyte
NOG	Astrocyte
CST3	Astrocyte
